,Unnamed: 0,Contents,Date,Summary,Title,URL,lemma,stemm,token
62,73,"The model is expected to be ready for commercial sale in two months and will cost at least S$100,000, says the founder and director of Aitech Robotics and Automation.  SINGAPORE: Local start-up Aitech Robotics and Automation (R&A) has developed a robotic prototype to make deliveries for food and beverage (F&B) outlets, it announced on Tuesday (Mar 29).  This robot can be deployed in F&B outlets or in office buildings to facilitate the delivery of orders, which customers can make through a mobile application. If deployed in an office building, it will also be able to sense the different levels in an elevator to make deliveries to the right floors.  The model will be ready for commercial sale in two months and will cost at least S$100,000, said Aitech R&A founder and director Mr Eric Lee.     There will also be an option to lease the robot for about S$30,000 to S$40,000 a year, he added.     Minister for Trade and Industry (Industry) S Iswaran said the leasing model could help lessen upfront financial costs and reduce potential barriers to adoption, especially for small- and medium-sized enterprises (SMEs).  GOVERNMENT WANTS TO HELP FIRMS ADOPT ROBOTICS TECHNOLOGIES: ISWARAN  The global robotics industry is growing from S$20 billion to S$80 billion over the next decade, and the Government is looking at helping more SMEs adopt such technologies, according to Mr Iswaran.  The Government recently announced that it will put in S$450 million over the next three years into the National Robotics Programme.  ""Given the range of applications, we want to see how these robotics solutions can be incorporated in some of the existing businesses, partly maybe as a solution to their productivity or manpower needs, partly also because it will allow them to pursue new types of opportunities, said Mr Iswaran.  While the deployment of robotics could result in certain jobs being diminished, new jobs such as offering maintenance support for robots would also be created, Mr Iswaran added. ""What we have to do at a system level is to find ways for Singaporeans to pick up the skills and adapt to new opportunities,"" he said.",2016-03-29,"SINGAPORE: Local start-up Aitech Robotics and Automation (R&A) has ... more SMEs adopt such technologies, according to Mr Iswaran.",Singapore start-up develops robot for food delivery,http://www.channelnewsasia.com/news/business/singapore-start-up/2645784.html,6,6,2
63,75,"Tech toys are all the rage now.  Not only are they being introduced and used widely in schools, but when Science Centre Singapore (SCS) and the Infocomm Media Development Authority (IMDA) unveiled the PlayMaker Studio @ KidsSTOP in January, the trendy toys took centre stage.  The collaboration aims to provide a community space where children can take part in hands-on activities to create things using an array of tech toys and tools.  The PlayMaker Studio combines playing and tinkering, allowing children to experiment with materials to understand what they can do and create new solutions. Children can pick up a host of skills and hone their logical thinking and reasoning, all while bonding with peers.  This is part of ongoing efforts by SCS to spark a lasting interest among young children in science, technology, engineering and mathematics (Stem). Together with IMDA, SCS will curate and update the collection of tech toys at the space to sustain and deepen that interest.  SCS chief Lim Tit Meng hopes this ""meaningful venture"" will inspire the next generation of tinkerers.  Said Associate Professor Lim: ""A tinkering and making mindset among young children can inspire them to inquire, investigate and innovate.""  IMDA chief Tan Kiat How said the space will help prepare children to live, play and work in a Smart Nation.  ""The workshops offered at PlayMaker Studio will help children develop logical thinking and sequencing at an early age, and prime them with the relevant skill sets to thrive in a digitally rich future,"" he added.  SCS and IMDA will conduct workshops and programmes, facilitated by KidsSTOP educators, for the community as well. Established makers might also be invited to the space, to share their passion and interest in tinkering and making.  The PlayMaker Studio aims to reach out to 3,500 children by the end of the year.  Check out these cool tech toys and how they teach young ones new skills.  What is it A cute, bee-shaped floor robot used to teach concepts such as sequencing (when one action leads to the next in a predetermined order), estimation and problem-solving.  What you do: Colourful and easy to operate, the Bee-Bot is controlled by directional keys on its back - just press them to move it forward and backward or left and right. You can create your own activities and games, and use the Bee-Bot to reach various objectives.  For example, place it on a mat covered with pictures of different types of food, and use it to choose healthy options to ""fill"" a plate.  What is it A robot kit - made up of various ""body parts"" and wooden blocks - that is designed for free play and teaches sequencing.  What you do: Build your very own robot and decorate it using Kibo parts and/or other materials, such as coloured paper or straws, and then make it do what you want.  The robot's body has a scanner that lets you scan barcodes printed on colour-coded wooden blocks. Each block's barcode contains an instructional code (for making it sing or spin, for example). When they are put together, the string of instructions will provide a sequence of actions for your Kibo to perform.  What is it A vibrating, motorised contraption that moves in unusual ways and leaves a mark to trace its path. It teaches general concepts about electrical circuits, among other things.  The outcome from each machine might vary because users can change the variables (such as the length and weight of the motors, the drawing method or the speed of the motors).  What you do: Each Scribbling Machine is unique, and usually consists of drawing tools and a motorised base.  Anyone can build and customise his own machine, using simple materials such as markers, masking tape and batteries.  Different machine designs produce different patterns, such as smooth or jagged lines, or circles in various sizes.  Varying the materials, which can include paint and paintbrushes, markers, chalk or colour pencils, for the machine's ""legs"" will result in varying patterns as well.",2017-03-05,"Not only are they being introduced and used widely in schools, but when Science Centre Singapore (SCS) and the Infocomm Media ...","Tech toys steal the show at school, playtime",http://www.straitstimes.com/singapore/tech-toys-steal-the-show-at-school-playtime,4,4,1
64,76,Senior Minister of State Josephine Teo observing a trial of the Double Robotics interface. Photo: Angela Teng/TODAY,2016-11-28,SINGAPORE — Ms Roxanne Lu may be away from her office but she can ... in the technology to improve work-life balance for its employees.,Let a robot go to the office for you,http://www.todayonline.com/business/let-robot-go-office-you,5,6,2
65,77,"SINGAPORE - The Nanyang Technological University's (NTU) Institute for Media Innovation has unveiled its latest star inventions - a pair of robots.  Nadine is a female humanoid companion with a personality, while Edgar - made entirely in NTU - is an autonomous service robot.  But the duo are not the only robotic innovations that Singapore has produced.  Here's a look at a few others.     Minister for Communications and Information Yaacob Ibrahim (in red, seated) joining seniors in taking cues from Robocoach. PHOTO: IDA     Also known as: Fitness coach for seniors  The robot, unveiled in October 2015, uses motion-sensor technology to assist the elderly in doing their exercise routines correctly.  Originally developed by students from Ngee Ann Polytechnic, the robot has been deployed to at least one senior activity centre, and will eventually be placed in other centres across the island.  Robocoach is capable of engaging users in basic conversation and can respond to voice commands or questions.     Three of the four team members, (from left)Maksim Kolin, Khor Jie Hao and Hansen Goh,with their winning OBYS Robot prototype. PHOTO: ST FILE     Also known as: Waiter with ""super-vision""  Billed as being ""affordable, user-friendly and multi-functional"", it was created by four robot enthusiasts and won first prize in a competition organised by ST Electronics and Spring Singapore in October this year.  OBYS is best deployed as a waiter in restaurants and cafes - it is equipped with an ""electronic eye"" to detect obstructions 30m ahead (with a horizontal field of view of 270 degrees).  Customers can make their orders via an iPad attached to its head, while food and drinks are served on a tray above it.  Also known as: Robo-octopus or robo-stingray  The Straits Times reported in March this year on plans by the Singapore-MIT Alliance for Research and Technology's (Smart) to develop a range of deep-sea robots to provide constant surveillance of the seas at low cost and with minimal use of energy.  For instance, a ""stingray"" prototype that its scientists developed cost just $1,000 and can collect data on its surroundings, such as water temperature, salinity and dissolved oxygen.  Singapore's Tropical Marine Science Institute had previously used the robots to gather data on harmful algae blooms that plague local fish farmers.  Smart also came up with an octopus-inspired robot that is fast enough to follow dolphins for quick observation or even inspect thermal vents in the mid-ocean ridges.  Also known as: The smart one  Standing at 1.8m and weighing 80kg, Singapore's first humanoid-sized robot was touted as one of the world's smartest when it was unveiled in October 2011.  NTU scientists constructed Nash using lightweight aluminium and hardy plastics, and it took five years and a six-figure sum to build it.  The prediction then was that it would become commercially available within the next five years, with a price tag of about $200,000.  Nash, which stands for NTU Advance Smart Humanoid, can climb stairs, respond to simple voice commands and make decisions based on the information it gathers. It also has a 500-word vocabulary that helps it recognise objects such as apples and cups.  It can also lift up to 40kg on its back and 10kg in each hand.     Prime Minister Lee Hsien Loong interacting with Olivia at the official opening of Fusionopolis Two on Oct 19. PHOTO: ST FILE     Also known as: Super receptionist  A robot receptionist with the ability to hold a decent conversation and direct visitors to the right place in a building.  Olivia, which debuted in 2010, was designed by the Agency for Science, Technology and Research or A*Star.  She can converse in three languages - English, Mandarin and Malay - and has eight microphones around her head to help detect where the person speaking to her is standing.  Olivia can also track multiple people, identify them by the colour of their clothes and monitor visitors' eyes and lips so she knows when they are talking to her so as to ""keep her mouth shut"".",2015-12-29,SINGAPORE - The Nanyang Technological University's (NTU) Institute for Media Innovation has unveiled its latest star inventions - a pair of ...,NTU debuts robots Nadine and Edgar: 5 other impressive Singapore ...,http://www.straitstimes.com/singapore/ntu-debuts-robots-nadine-and-edgar-5-other-impressive-singapore-robots,4,4,1
66,79,Delphi will begin testing its autonomous cars in Singapore. Photo: Delphi,2016-08-01,SINGAPORE — Commuters here could be greeted by driverless vehicles that ... Delphi has been testing its self-driving technology in the United ...,Test fleet of driverless taxis to hit roads next year,http://www.todayonline.com/singapore/delphi-begin-testing-demand-robot-taxis-singapore,3,6,6
67,80,"The Nanyang Technological University also recently signed a formal agreement with an Italian university to further research in areas like robot-assisted stroke therapy and surgery.  SINGAPORE: Physical therapy is one important step towards recovery for stroke victims. To offer patients a helping hand, a group of Nanyang Technological University (NTU) researchers has engaged the help of robotics.  They have developed the H-man, a robot that helps stroke patients relearn their movements through a simple computer game. It aims to be the first low-cost and portable robotic solution for stroke rehabilitation in Singapore.  We want to bring these robots to homes and community centres, where you can have multiple stations for patients to play, literally, with other patients or therapists, said Associate Professor Dominico Campolo. Basically, you can monitor the patients from the hospital. We are trying to decentralise healthcare.""  Some hospitals already use robots in stroke therapy, but Assoc Prof Campolo said the H-man is a cheaper alternative. Regular robots cost about S$200,000, while the H-man costs 20 to 25 per cent of that price.  Channel NewsAsia understands that the team will form a start-up by 2017, to commercialise the technology.  The H-man is one of the latest human robotics projects at NTU. Its researchers have delved into the area for the past few years. Recently, they have taken it a step further. The university signed a formal agreement with the Scuola Superiore Sant'Anna (SSSA) during President Tony Tan Keng Yam's state visit to Italy in May, to further research in areas like robot-assisted stroke therapy and surgery.  ""NTU is very strong in this area, said NTUs Professor Louis Phee. SSSA is also a leader in this area in Europe, so I feel it makes sense for both universities to get together to do even more cutting-age research with the common goal to improve healthcare.""  Prof Phee has developed the Endomaster, an endoscope with two robotic arms attached. Doctors can control the arms through two joysticks.  ""These joysticks, just like a video game, will pick up the movements of your arms, he explained. And the view you see here will be the actual endoscopic view inside the patient's intestines. By manipulating the joystick, the two arms will move according to your hand movement. The left arm is fashioned as a grasper, where you can pick up tissue. You can use the right arm to slice away tissue.  This allows doctors to get rid of gastric cancers without leaving any scars. ""With robotics, the system can be made and designed to be very intuitive, so you can learn to use the system in a very, very short time, Prof Phee said. For the patients, we are not making additional holes, so you would expect shorter hospitalisation stays, and you would expect costs to go down; pain and trauma would also decrease dramatically.  ""In many developed countries, we have the ageing population, there are more and more older people. And in developed countries, we are also doing more inspection for such cancers, he added. ""So the more we find, then obviously we need to remove them. It makes sense to remove such cancers in the most minimally invasive manner.""  The Endomaster will be introduced into the market by 2018. Prof Phee hopes to use the system for gynaecological or ENT procedures next.",2016-06-08,"To offer patients a helping hand, a group of Nanyang Technological ... and portable robotic solution for stroke rehabilitation in Singapore.",NTU researchers use robotics to offer stroke patients a helping hand,http://www.channelnewsasia.com/news/singapore/ntu-researchers-use/2855798.html,4,5,5
68,81,"Koufu is trying out the use of robots at a few of its outlets.  THE next time you visit a Koufu food court, do not be surprised if a robot clears your food tray.  The food court operator is experimenting with the use of robots at a few of its outlets and has plans to roll them out islandwide.  The humanoid robots are equipped with sensors and racks. They move around tables and stop to allow customers to return their trays. The robots will then move to the washing area when their racks are full, where cleaners will unload the trays.  Testing robots is one of the ways that Koufu is tapping into technology to boost productivity.  Food and beverage outlets in Singapore have grappled with getting customers to return their food trays after finishing their meals. Koufu hopes that the tray return robots will address the problem. Cleaners will also be freed up from tending to tables.  Another way that Koufu is using technology to increase efficiency is having customers use an app on their mobile phones to order and pay for their food. Human errors are eliminated during the ordering process, and customers do not have to wait in line to make orders. The app also informs customers when their food is ready to be collected.  ""This (the app) would help in improving customers' waiting time and thus experience,"" said Pang Lim, Koufu's managing director.  Koufu started thinking about ways to improve its productivity in 2009 when it realised that boosting efficiency was essential to fuel growth in the business.  ""Increased productivity simplifies the operating process. This allows us to have a competitive edge over others, thus creating customers' value proposition for sustainable business growth,"" said Mr Pang.  The company also believes that being adaptable and staying efficient is a must for businesses to stay relevant in the new economy.  ""Disruptions from new technologies and new business models like Uber are affecting a lot of traditional businesses,"" said Mr Pang.  ""Our biggest challenge would then be our ability to adapt and transform our business so as to remain relevant to society, and be able to continuously create value propositions for our customers.""",2016-11-14,"The robots will then move to the washing area when their racks are full, ... Food and beverage outlets in Singapore have grappled with getting ...",Raising productivity the high tech way,http://www.businesstimes.com.sg/hub/singapore-productivity-awards-2016/raising-productivity-the-high-tech-way,2,5,2
69,82,"Guests at a hotel here will soon have their room service orders delivered to them by talking robots.  From June, two robots will take on the roles of bellboy and housekeeper at Park Avenue Rochester Hotel, delivering bottled water, linen and toiletries and, later on, food, luggage and mail to guests' rooms.  The 311-room hotel in Buona Vista is the first hotel in Singapore to turn to robotics to cope with the labour shortage.  Techi the robot, developed by an American company, uses driverless technology and has sensors that prevent it from knocking into walls and people.  Techi will have the building map built into its system, enabling it to navigate the hotel and even ride the lifts on its own.  Commands can be keyed into the robot. Upon arriving outside a guestroom, Techi will ""call"" the guest, via the unique phone number linked to each room.  Guests who pick up the phone will hear an automated voice saying: ""Your order has arrived.""  The robots will help take some workload off the overstretched housekeeping team and allow the human staff to spend more time interacting with guests, said hotel general manager Ryan Sun.  The two robots, which cost $100,000 each and can carry loads of up to 80kg, can do the same amount of work as four full-time employees in a year.  The hotel has 22 people in its housekeeping team - about half of the 40 it needs - because it simply cannot find more workers.  ""It's not about how much we offer to pay. Nobody comes for the interviews,"" Mr Sun lamented.  The average age of the housekeeping staff, who work eight-hour shifts six days a week, is above 50. Pushing trolleys ladened with linen, which can weigh as much as 70kg, takes a toll on their health.  Mr Sun hopes the robots will lead not just to gains in productivity, but also fewer sick leave among his staff.  The concept of robots serving in hotels, while new to Singapore, has taken off overseas. One hotel in south-west Japan, for example, has been staffed almost entirely by robots since last July.  In Singapore, the workforce is estimated to grow by 1 per cent to 2 per cent annually until 2020.  Between last year and 2020, an estimated 13,300 hotel rooms will be added, representing a compound annual growth rate of 3.5 per cent, far outstripping workforce growth.  In the light of this manpower shortage, it is ""imperative for hoteliers to transform their processes through innovation and technology"", said Ms Ong Huey Hong, director of hotels and sector manpower at the Singapore Tourism Board.  ""We are encouraged by this first robotics project in the housekeeping function within the Singapore hotel industry, and hope that it will inspire more hotels to innovate as well,"" she added.  Park Avenue, which is spending a total of $285,000 to pilot its robot housekeepers project, is currently integrating the robotics system with the building's infrastructure. This includes changing some of its doors to auto doors and reconfiguring its lifts to ""communicate"" with the robots using Wi-Fi.  Going forward, Techi has the potential to push wheelchair-bound guests around. It can also do ""quality checks"" on rooms by scanning details such as whether towels are hung at the right length and if pillows are placed correctly.  The next challenge is human-related - whether guests and staff will take to the robots.  ""We have to educate customers to manage their expectations. Some guests may not like the idea, they still prefer the concierge, wearing a nice uniform, to greet them,"" said Mr Sun.  As for staff, ""we don't want them to feel that their jobs will be taken away"", he said. ""We want them to view the technology from a more positive angle. This will help them offload some of the duties rather than replace them.""",2016-02-06,"The concept of robots serving in hotels, while new to Singapore, has taken ... to transform their processes through innovation and technology, ...",Hotel to debut pair of robot service staff,http://www.straitstimes.com/singapore/manpower/hotel-to-debut-pair-of-robot-service-staff,2,3,7
70,83,"A team of 10 students from Paya Lebar Methodist Girls' School (Secondary) (PLMGS) remembers the ""welcome"" they received when they entered the competition area for a regional robotics competition in Indonesia.  They were laughed at.  ""We were the only girls in a sea of boys,"" said Secondary 3 student Tan Jia Min, 15.  Pitted against over 300 boys from various Asian countries at August's World Robot Games, the girls set to work. ""At first we felt intimidated,"" admits 15-year-old Ling Yin, also in Sec 3. ""But we just kept trying.""  After tinkering with wires and voltages, and putting their robots through various obstacles, the team emerged victorious four days later, clinching 15 awards across 34 categories at the annual competition.  For the girls, the wins showed how far they had come in a short time. The school's robotics group had been established less than a year before.  When Mr Indra Ahmad, the school's Mathematics and Design and Technology teacher received an invitation for an earlier robotics contest in 2015, he decided to put together a group of students who were interested to give it a shot.  ""I didn't know anything about robotics then,"" said Sec 3 student Lee Wen, 15. ""But I grew to love it.""  After two months of preparation, the team ventured into the Asia Math & Engineering Competition 2015 with trepidation due to their own prejudices about girls and engineering. They came in second.  That made them hungry for more success.  Said Jia Min: ""We exceeded our own expectations and our competitors' expectations of us.""  The school went on to set up a robotics enrichment group this year. ""Because of the success at the competition, they were spurred to do even more,"" said the school's vice-principal, Ms Cheong May Lan, 57.  ""They were so motivated after seeing that there was nothing to stop girls from doing robotics.""  PLMGS, which first opened its doors a century ago in 1916, started out as a school for boys. The school started admitting girls a year later. In 1961, it became an all-girls school.  The school was invited to participate in the competition in Indonesia after doing well in the Singapore leg where it won first and second places in the search-and-rescue category, ahead of Woodlands Ring Secondary School.  With two months leading up to the World Robot Games, the team would meet once a week to plan. ""We had to start from scratch,"" said Mr Indra, 41, who joined the school in 2013. ""I had to break the lessons down to the basics.""  Competitors were given problems that had to be solved using robots. After weeks of brainstorming and trial and error, the team created three types of robots for the disaster recovery theme of the competition.  They created a search-and-rescue robot which could use a gripper to retrieve objects and pull and push things, a ""sumo"" robot that could simulate the pushing of big boulders and a robot that could follow floor maps to reach people that may be trapped or captured.  The competition in Indonesia, which saw 327 participants from five Asian countries, was not without hiccups.  ""When we arrived, we saw that the competition track had slopes. We were not prepared for that,"" said Mr Indra. The girls stayed up late into the night trying to reconfigure their robots.  PLMGS was Singapore's only representative. ""Students from other countries were also madly configuring their robots, plugging them in and out to test them. It was quite intimidating,"" said Lee Wen.  ""When it was our turn to send out our robots, everyone was staring at us. We were the outsiders,"" said Sec 2 student Christina Tan, 14.  But they made sure that did not faze them.  In addition to three gold awards, two silvers and two bronzes, they won eight performance awards, plus a spirit award for showmanship and perseverance.  ""It felt good to beat the boys, who people think are supposed to dominate robotics,"" said Ling Yin.  PLMGS has plans to venture deeper into the robotics arena, looking at future collaborations with tertiary institutions in the research field. Its robotics interest group has 35 students now. ""The sky is the limit for these girls,"" said Mr Indra.  Correction note: The caption for the picture was edited to correct the name of team member Joan Sim Shuxian.",2016-10-09,The school's robotics group had been established less than a year before. ... Design and Technology teacher received an invitation for an earlier robotics ... (Secondary) that represented Singapore in the World Robot Games ...,"Laughed at, but they had the last laugh",http://www.straitstimes.com/singapore/education/laughed-at-but-they-had-the-last-laugh,4,8,2
71,84,"Its smiles all round for Ms Joyce Er, advanced practice nurse, NUH (left); Mdm Goh Hui Im (centre); and Dr Joseph Ng, senior consultant, division of gynaecological oncology, department of obstetrics and gynaecology, NUH (right). PHOTO: KOH MUI FONG",2016-07-19,SINGAPORE — When Mdm Goh Hui Im underwent a hysterectomy to ... major surgeries using robotic-assisted technology in Singapore.,"In and out of surgery in a jiffy, thanks to robotics",http://www.todayonline.com/daily-focus/health/and-out-surgery-jiffy-thanks-robotics,5,6,0
72,86,"Technology may be killing jobs but its also creating new ways of working - as explored on the programme Challenge Tomorrow.  TOKYO: Like the fictional superhero Iron Man, Mr Kenji Takemura from Osaka, Japan slips into a robotic suit and proceeds to lift the heavy boxes with great ease.  With an exoskeleton on his back, the 58-year-old handles these 40kg boxes like a man half his age, keeping work-related injuries at bay.  This wearable robot, developed by Activelink, a unit of Japanese tech giant Panasonic, reduces the energy required to carry heavy objects and cuts down the stress on the back by as much as 15 kg.  Mr Takemura said: Wearing this suit to work, it helps to take the stress off the legs and waist and it is really useful. I have been able to work for a longer period of time.  I am now 58 but using this, I am able to work till I am 65 or maybe 70.  According to a 2016 report by Japans welfare ministry, nearly 70 per cent of people aged 60 and above would like to work even after they turn 65. And such wearable robots could extend the working lives of older workers.  In Japan, 160 power-assist suits were sold between September 2015 and October 2016. Globally, sales of these suits  which cost about 1 million yen (S$12,000) each  are predicted to hit 10,000 by 2020.  Such advancements in robotics and artificial intelligence have re-defined work and re-calibrated skillsets, while killing certain jobs at the same time.  In an upcoming episode airing Sunday (Feb 26), Challenge Tomorrow looks at how countries like Spain, Japan, Singapore and Finland are grappling with how citizens can thrive in a technology-driven work landscape.  Finland, an economy once dominated by forestry-based industries, has redesigned its education system to embrace the digital age and the more collaborative working world of the future.  Ms Anita Lehikoinen, permanent secretary of Finlands Ministry of Education and Culture, estimated that a third of the jobs today would be replaced by automation, robotics and artificial intelligence in the near future.  But redesigning the education system, said Ms Lehikoinen, is not a case of simply embracing information and communications technology into learning programmes.  She said: Robots, automation, digital devices, they can take care of much of the work today. But where we need human beings are actually the soft skills. This is the new idea behind the new curriculum.  The curriculum introduced in August 2016 emphasis competencies across subjects with a focus on collaborative learning. It develops areas such as character-building and higher thinking skills.  With changes happening so rapidly in the world, it is difficult to say what will be in 20 years time. We want to prepare our children for the next decade, we need to provide them with more broader skills, such as critical thinking, Ms Lehikoinen said.  Or as Finnish upper secondary school student Elmo Torppa put it: I think its stupid to focus on a single profession because you cant know if it will be a real profession in 20 years. I would like to think that what I am going to do when I grow up is something that may not exist yet.  She studies in Espoo, which has been designated a UNESCO Learning City, where new ways of teaching are being tried out. For instance Elmos upper secondary school is located at Aalto University and shares its facilities.  The city is also trying out the new approach of flip learning. Said the Espoos director of development Kristina Erkkila: The idea is that what used to be taught in schools would be studied at home then students come to school and use their higher thinking and learning skills to collaborate in projects.  Its opening up to the real world more than traditional schools.  This episode of Challenge Tomorrow airs Sunday, Feb 26, at 8pm (SG/HK).",2017-02-25,"Technology may be killing jobs but it's also creating new ways of working ... Japan, Singapore and Finland are grappling with how citizens can ...","From wearable robots that keep you working longer, to an education ...",http://www.channelnewsasia.com/news/world/from-wearable-robots-that-keep-you-working-longer-to-an/3550844.html,1,8,2
73,87,"More than 22,000 new jobs are projected to be created in the manufacturing sector in Singapore over the next eight years, such as for data scientists and robot coordinators, a new study has found.  These higher-value positions will pay on average 50 per cent more than current jobs displaced during this period, the study by the Boston Consulting Group (BCG) added.  Observers say a key challenge will be to seize this window of opportunity in the sector by equipping workers to acquire the skills to fill new places.  Manufacturing accounts for a fifth of the Singapore economy and the sector has been hit hard by the current slowdown, but recently it has shown signs of a comeback.  Disruptive technologies have also impacted the sector, with some 23,000 jobs forecast to be displaced by 2024.  Last month, Minister of State for Trade and Industry Koh Poh Koon said the Government will continue to invest in advanced manufacturing to position workers and companies for the future.  The Committee on the Future Economy, which will release its report early next year, has also identified advanced manufacturing as a key growth sector.  Singapore Manufacturing Federation president Douglas Foo said manufacturing has to remain a core part of the economy.  ""If you do not manufacture the goods and services required by the world, and you just offer services, you can't play in the whole value chain any more and that weakens the entire construct of the economy,"" he told The Straits Times.  A key focus of the shift to higher- value manufacturing involves adopting Industry 4.0 technologies such as autonomous robots and cloud computing.  BCG's study found companies that adopt these will likely see revenues increase by some 10 per cent.  There will be spin-offs for the wider economy, as manufacturing output could go up by about 9 per cent, and labour productivity by some 28 per cent.  Said BCG partner and managing director Michael Meyer: ""If we are able to capture that potential, we could see some revitalisation of the manufacturing sector.""  The BCG study is based on case studies and data from 19 industries and assumes that firms with at least 500 full-time staff fully adopt Industry 4.0 technologies relevant to their industries over a 10-year period, while smaller companies see 60 per cent adoption.  Mr Michael Tan, a BCG principal and one of the study's authors, said it is important for Singapore to take advantage of the advanced manufacturing wave or it risks being left behind as other countries like Thailand catch up. He said: ""There's a relatively short window of opportunity for a small, open economy like Singapore to catch this trajectory.  ""In industries where Singapore is part of existing supply chains, if we're not careful, we could be displaced, but it also opens a window for us to capture things that we are currently not able to do here, if we can do them in a smarter way.""  He added that companies should not underestimate the degree of change needed. ""They may think it's just buying a new robot or software. But there's another set of investments in redesigning work processes, factories and the management process,"" he said.  This includes helping workers understand and embrace changes.  Mr Albert Loh, chief executive of electronics manufacturer PTS Technologies, finds that the global shift to advanced manufacturing has worked to his advantage.  He saw his contract manufacturing work moving towards a dead end and, in 2012, his company started designing and making remote sensing technology for the agriculture sector, such as radio frequency identification trackers for farm animals and sensors that monitor temperature, humidity and soil conditions.  ""We had to do a lot of training for staff. Engineers had to learn to work with new technology and marketing staff had to understand the new products,"" he added.  But it was worth it, as business went up by 10 per cent to 12 per cent, and he is trying to hire more staff to join his team of 23, he said.",2016-11-27,"Over 22,000 new jobs likely in Singapore manufacturing by 2024 ... years, such as for data scientists and robot coordinators, a new study has found. ... Disruptive technologies have also impacted the sector, with some 23,000 ...",Over 22000 new jobs likely in Singapore manufacturing by 2024,http://www.straitstimes.com/singapore/over-22000-new-jobs-likely-in-manufacturing-by-2024,5,0,0
